"country_name","genres","n"
"Lebanon","Family",24
"Lebanon","Fantasy",46
"Lebanon","Game-Show",8
"Lebanon","History",3
"Lebanon","Horror",20
"Lebanon","Music",8
"Lebanon","Musical",2
"Lebanon","Mystery",34
"Lebanon","Reality-TV",10
"Lebanon","Romance",113
"Lebanon","Sci-Fi",29
"Lebanon","Sport",6
"Lebanon","Talk-Show",11
"Lebanon","Thriller",74
"Lebanon","War",3
"Lebanon","Western",3
"Lebanon","\N",4
"Lithuania","Action",141
"Lithuania","Adult",2
"Lithuania","Adventure",100
"Lithuania","Animation",46
"Lithuania","Biography",10
"Lithuania","Comedy",207
"Lithuania","Crime",118
"Lithuania","Documentary",28
"Lithuania","Drama",284
"Lithuania","Family",21
"Lithuania","Fantasy",30
"Lithuania","Game-Show",9
"Lithuania","History",2
"Lithuania","Horror",24
"Lithuania","Music",5
"Lithuania","Mystery",45
"Lithuania","Reality-TV",10
"Lithuania","Romance",105
"Lithuania","Sci-Fi",29
"Lithuania","Sport",9
"Lithuania","Talk-Show",7
"Lithuania","Thriller",59
"Lithuania","War",5
"Lithuania","Western",4
"Lithuania","\N",5
"Luxembourg","Action",170
"Luxembourg","Adult",2
"Luxembourg","Adventure",129
"Luxembourg","Animation",50
"Luxembourg","Biography",7
"Luxembourg","Comedy",176
"Luxembourg","Crime",139
"Luxembourg","Documentary",35
"Luxembourg","Drama",335
"Luxembourg","Family",36
"Luxembourg","Fantasy",44
"Luxembourg","Game-Show",7
"Luxembourg","History",3
"Luxembourg","Horror",18
"Luxembourg","Music",24
"Luxembourg","Mystery",48
"Luxembourg","Reality-TV",11
"Luxembourg","Romance",98
"Luxembourg","Sci-Fi",24
"Luxembourg","Sport",14
"Luxembourg","Talk-Show",10
"Luxembourg","Thriller",60
"Luxembourg","War",3
"Luxembourg","Western",4
"Luxembourg","\N",5
"Malaysia","Action",239
"Malaysia","Adult",2
"Malaysia","Adventure",113
"Malaysia","Animation",38
"Malaysia","Biography",4
"Malaysia","Comedy",193
"Malaysia","Crime",147
"Malaysia","Documentary",15
"Malaysia","Drama",303
"Malaysia","Family",18
"Malaysia","Fantasy",39
"Malaysia","Game-Show",4
"Malaysia","History",6
"Malaysia","Horror",30
"Malaysia","Music",4
"Malaysia","Musical",1
"Malaysia","Mystery",72
"Malaysia","Reality-TV",3
"Malaysia","Romance",104
"Malaysia","Sci-Fi",35
"Malaysia","Sport",8
"Malaysia","Talk-Show",5
"Malaysia","Thriller",73
"Malaysia","War",2
"Maldives","Action",202
"Maldives","Adult",2
"Maldives","Adventure",110
"Maldives","Animation",41
"Maldives","Biography",2
"Maldives","Comedy",190
"Maldives","Crime",158
"Maldives","Documentary",20
"Maldives","Drama",313
"Maldives","Family",20
"Maldives","Fantasy",34
"Maldives","Game-Show",8
"Maldives","Horror",20
"Maldives","Music",2
"Maldives","Mystery",72
"Maldives","Reality-TV",8
"Maldives","Romance",94
"Maldives","Sci-Fi",33
"Maldives","Sport",3
"Maldives","Talk-Show",10
"Maldives","Thriller",65
"Maldives","War",2
"Maldives","\N",2
"Malta","Action",165
"Malta","Adult",4
"Malta","Adventure",88
"Malta","Animation",19
"Malta","Biography",14
"Malta","Comedy",165
"Malta","Crime",144
"Malta","Documentary",36
"Malta","Drama",334
"Malta","Family",21
"Malta","Fantasy",22
"Malta","Game-Show",7
"Malta","History",5
"Malta","Horror",15
"Malta","Music",20
"Malta","Musical",2
"Malta","Mystery",56
"Malta","Reality-TV",12
"Malta","Romance",103
"Malta","Sci-Fi",42
"Malta","Sport",10
"Malta","Talk-Show",10
"Malta","Thriller",67
"Malta","War",4
"Malta","\N",6
"Martinique","Action",215
"Martinique","Adult",2
"Martinique","Adventure",112
"Martinique","Animation",43
"Martinique","Biography",2
"Martinique","Comedy",165
"Martinique","Crime",141
"Martinique","Documentary",20
"Martinique","Drama",343
"Martinique","Family",20
"Martinique","Fantasy",39
"Martinique","Game-Show",5
"Martinique","History",2
"Martinique","Horror",24
"Martinique","Music",36
"Martinique","Mystery",39
"Martinique","Reality-TV",8
"Martinique","Romance",79
"Martinique","Sci-Fi",29
"Martinique","Sport",6
"Martinique","Talk-Show",5
"Martinique","Thriller",67
"Martinique","Western",4
"Martinique","\N",4
"Mauritius","Action",204
"Mauritius","Adult",3
"Mauritius","Adventure",106
"Mauritius","Animation",32
"Mauritius","Biography",1
"Mauritius","Comedy",198
"Mauritius","Crime",147
"Mauritius","Documentary",17
"Mauritius","Drama",323
"Mauritius","Family",22
"Mauritius","Fantasy",43
"Mauritius","Game-Show",9
"Mauritius","History",2
"Mauritius","Horror",29
"Mauritius","Music",4
"Mauritius","Mystery",63
"Mauritius","Reality-TV",12
"Mauritius","Romance",98
"Mauritius","Sci-Fi",41
"Mauritius","Sport",6
"Mauritius","Talk-Show",9
"Mauritius","Thriller",63
"Mauritius","War",1
"Mauritius","Western",2
"Mauritius","\N",3
"Mexico","Action",119
"Mexico","Adult",3
"Mexico","Adventure",133
"Mexico","Animation",81
"Mexico","Biography",5
"Mexico","Comedy",213
"Mexico","Crime",100
"Mexico","Documentary",20
"Mexico","Drama",321
"Mexico","Family",19
"Mexico","Fantasy",30
"Mexico","History",2
"Mexico","Horror",27
"Mexico","Music",18
"Mexico","Musical",4
"Mexico","Mystery",42
"Mexico","Reality-TV",2
"Mexico","Romance",105
"Mexico","Sci-Fi",23
"Mexico","Sport",6
"Mexico","Talk-Show",6
"Mexico","Thriller",60
"Mexico","War",2
"Mexico","Western",4
"Mexico","\N",5
"Morocco","Action",238
"Morocco","Adult",3
"Morocco","Adventure",104
"Morocco","Animation",30
"Morocco","Biography",4
"Morocco","Comedy",173
"Morocco","Crime",190
"Morocco","Documentary",25
"Morocco","Drama",355
"Morocco","Family",19
"Morocco","Fantasy",28
"Morocco","Game-Show",5
"Morocco","History",7
"Morocco","Horror",19
"Morocco","Music",5
"Morocco","Mystery",56
"Morocco","Reality-TV",9
"Morocco","Romance",79
"Morocco","Sci-Fi",31
"Morocco","Sport",7
"Morocco","Talk-Show",7
"Morocco","Thriller",84
"Morocco","War",3
"Morocco","Western",3
"Morocco","\N",4
"Netherlands","Action",162
"Netherlands","Adult",4
"Netherlands","Adventure",122
"Netherlands","Animation",56
"Netherlands","Biography",18
"Netherlands","Comedy",164
"Netherlands","Crime",145
"Netherlands","Documentary",25
"Netherlands","Drama",335
"Netherlands","Family",23
"Netherlands","Fantasy",38
"Netherlands","Game-Show",6
"Netherlands","History",6
"Netherlands","Horror",17
"Netherlands","Music",2
"Netherlands","Musical",4
"Netherlands","Mystery",52
"Netherlands","Reality-TV",14
"Netherlands","Romance",85
"Netherlands","Sci-Fi",36
"Netherlands","Sport",10
"Netherlands","Talk-Show",10
"Netherlands","Thriller",68
"Netherlands","War",8
"Netherlands","Western",5
"Netherlands","\N",3
"New Caledonia","Action",260
"New Caledonia","Adult",2
"New Caledonia","Adventure",140
"New Caledonia","Animation",60
"New Caledonia","Biography",5
"New Caledonia","Comedy",143
"New Caledonia","Crime",142
"New Caledonia","Documentary",19
"New Caledonia","Drama",332
"New Caledonia","Family",21
"New Caledonia","Fantasy",54
"New Caledonia","Game-Show",2
"New Caledonia","History",2
"New Caledonia","Horror",24
"New Caledonia","Music",14
"New Caledonia","Mystery",34
"New Caledonia","Reality-TV",6
"New Caledonia","Romance",64
"New Caledonia","Sci-Fi",33
"New Caledonia","Sport",6
"New Caledonia","Talk-Show",4
"New Caledonia","Thriller",69
"New Caledonia","War",3
"New Caledonia","Western",1
"New Caledonia","\N",1
"New Zealand","Action",201
"New Zealand","Adult",2
"New Zealand","Adventure",124
"New Zealand","Animation",69
"New Zealand","Biography",21
"New Zealand","Comedy",166
"New Zealand","Crime",147
"New Zealand","Documentary",35
"New Zealand","Drama",299
"New Zealand","Family",22
"New Zealand","Fantasy",29
"New Zealand","Game-Show",7
"New Zealand","History",7
"New Zealand","Horror",23
"New Zealand","Music",5
"New Zealand","Musical",2
"New Zealand","Mystery",48
"New Zealand","Reality-TV",20
"New Zealand","Romance",64
"New Zealand","Sci-Fi",38
"New Zealand","Sport",11
"New Zealand","Talk-Show",9
"New Zealand","Thriller",66
"New Zealand","War",7
"New Zealand","Western",7
"New Zealand","\N",3
"Nicaragua","Action",129
"Nicaragua","Adult",4
"Nicaragua","Adventure",82
"Nicaragua","Animation",39
"Nicaragua","Biography",1
"Nicaragua","Comedy",188
"Nicaragua","Crime",99
"Nicaragua","Documentary",21
"Nicaragua","Drama",309
"Nicaragua","Family",16
"Nicaragua","Fantasy",20
"Nicaragua","Horror",23
"Nicaragua","Music",35
"Nicaragua","Musical",2
"Nicaragua","Mystery",40
"Nicaragua","Reality-TV",3
"Nicaragua","Romance",119
"Nicaragua","Sci-Fi",17
"Nicaragua","Sport",7
"Nicaragua","Talk-Show",5
"Nicaragua","Thriller",68
"Nicaragua","War",2
"Nicaragua","Western",6
"Nicaragua","\N",7
"Nigeria","Action",189
"Nigeria","Adult",6
"Nigeria","Adventure",72
"Nigeria","Animation",8
"Nigeria","Biography",11
"Nigeria","Comedy",140
"Nigeria","Crime",142
"Nigeria","Documentary",19
"Nigeria","Drama",337
"Nigeria","Family",13
"Nigeria","Fantasy",36
"Nigeria","Game-Show",6
"Nigeria","History",12
"Nigeria","Horror",14
"Nigeria","Music",4
"Nigeria","Mystery",66
"Nigeria","Reality-TV",6
"Nigeria","Romance",113
"Nigeria","Sci-Fi",42
"Nigeria","Sport",5
"Nigeria","Talk-Show",12
"Nigeria","Thriller",60
"Nigeria","War",2
"Nigeria","Western",2
"Nigeria","\N",2
"Norway","Action",172
"Norway","Adult",3
"Norway","Adventure",120
"Norway","Animation",49
"Norway","Biography",18
"Norway","Comedy",178
"Norway","Crime",136
"Norway","Documentary",36
"Norway","Drama",340
"Norway","Family",24
"Norway","Fantasy",38
"Norway","Game-Show",6
"Norway","History",12
"Norway","Horror",18
"Norway","Music",6
"Norway","Mystery",43
"Norway","Reality-TV",17
"Norway","Romance",90
"Norway","Sci-Fi",27
"Norway","Sport",10
"Norway","Talk-Show",8
"Norway","Thriller",52
"Norway","War",10
"Norway","Western",11
"Norway","\N",3
"Oman","Action",189
"Oman","Adult",5
"Oman","Adventure",102
"Oman","Animation",21
"Oman","Biography",9
"Oman","Comedy",130
"Oman","Crime",122
"Oman","Documentary",17
"Oman","Drama",273
"Oman","Family",18
"Oman","Fantasy",35
"Oman","Game-Show",4
"Oman","History",2
"Oman","Horror",29
"Oman","Music",1
"Oman","Mystery",44
"Oman","Reality-TV",4
"Oman","Romance",55
"Oman","Sci-Fi",24
"Oman","Sport",4
"Oman","Talk-Show",6
"Oman","Thriller",77
"Oman","War",3
"Oman","Western",3
"Oman","\N",2
"Pakistan","Action",293
"Pakistan","Adult",4
"Pakistan","Adventure",107
"Pakistan","Animation",22
"Pakistan","Comedy",172
"Pakistan","Crime",229
"Pakistan","Documentary",12
"Pakistan","Drama",369
"Pakistan","Family",16
"Pakistan","Fantasy",35
"Pakistan","Game-Show",4
"Pakistan","History",1
"Pakistan","Horror",29
"Pakistan","Music",1
"Pakistan","Musical",2
"Pakistan","Mystery",90
"Pakistan","Reality-TV",2
"Pakistan","Romance",54
"Pakistan","Sci-Fi",40
"Pakistan","Sport",3
"Pakistan","Talk-Show",12
"Pakistan","Thriller",83
"Pakistan","War",2
"Panama","Action",143
"Panama","Adult",2
"Panama","Adventure",110
"Panama","Animation",56
"Panama","Biography",5
"Panama","Comedy",189
"Panama","Crime",119
"Panama","Documentary",22
"Panama","Drama",319
"Panama","Family",20
"Panama","Fantasy",24
"Panama","Game-Show",3
"Panama","History",2
"Panama","Horror",22
"Panama","Music",24
"Panama","Musical",3
"Panama","Mystery",36
"Panama","Reality-TV",5
"Panama","Romance",120
"Panama","Sci-Fi",19
"Panama","Sport",5
"Panama","Talk-Show",6
"Panama","Thriller",72
"Panama","War",2
"Panama","Western",6
"Panama","\N",4
"Paraguay","Action",135
"Paraguay","Adult",4
"Paraguay","Adventure",97
"Paraguay","Animation",50
"Paraguay","Biography",4
"Paraguay","Comedy",197
"Paraguay","Crime",113
"Paraguay","Documentary",23
"Paraguay","Drama",324
"Paraguay","Family",16
"Paraguay","Fantasy",17
"Paraguay","Game-Show",1
"Paraguay","History",1
"Paraguay","Horror",22
"Paraguay","Music",38
"Paraguay","Musical",1
"Paraguay","Mystery",46
"Paraguay","Reality-TV",4
"Paraguay","Romance",117
"Paraguay","Sci-Fi",17
"Paraguay","Sport",7
"Paraguay","Talk-Show",7
"Paraguay","Thriller",72
"Paraguay","War",2
"Paraguay","Western",5
"Paraguay","\N",4
"Peru","Action",155
"Peru","Adult",3
"Peru","Adventure",114
"Peru","Animation",61
"Peru","Biography",2
"Peru","Comedy",187
"Peru","Crime",103
"Peru","Documentary",22
"Peru","Drama",292
"Peru","Family",15
"Peru","Fantasy",25
"Peru","History",2
"Peru","Horror",23
"Peru","Music",27
"Peru","Musical",1
"Peru","Mystery",38
"Peru","Reality-TV",3
"Peru","Romance",103
"Peru","Sci-Fi",28
"Peru","Sport",6
"Peru","Talk-Show",5
"Peru","Thriller",66
"Peru","War",2
"Peru","Western",5
"Peru","\N",5
"Philippines","Action",201
"Philippines","Adult",3
"Philippines","Adventure",99
"Philippines","Animation",31
"Philippines","Biography",9
"Philippines","Comedy",166
"Philippines","Crime",118
"Philippines","Documentary",20
"Philippines","Drama",322
"Philippines","Family",34
"Philippines","Fantasy",40
"Philippines","Game-Show",1
"Philippines","History",7
"Philippines","Horror",38
"Philippines","Music",2
"Philippines","Musical",2
"Philippines","Mystery",64
"Philippines","Reality-TV",4
"Philippines","Romance",118
"Philippines","Sci-Fi",51
"Philippines","Sport",3
"Philippines","Talk-Show",5
"Philippines","Thriller",78
"Philippines","War",3
"Philippines","\N",2
"Poland","Action",150
"Poland","Adult",2
"Poland","Adventure",171
"Poland","Animation",100
"Poland","Biography",6
"Poland","Comedy",207
"Poland","Crime",148
"Poland","Documentary",22
"Poland","Drama",312
"Poland","Family",21
"Poland","Fantasy",38
"Poland","Game-Show",3
"Poland","History",3
"Poland","Horror",33
"Poland","Music",4
"Poland","Musical",2
"Poland","Mystery",51
"Poland","Reality-TV",5
"Poland","Romance",76
"Poland","Sci-Fi",28
"Poland","Sport",11
"Poland","Talk-Show",8
"Poland","Thriller",82
"Poland","War",3
"Poland","Western",4
"Poland","\N",4
"Portugal","Action",161
"Portugal","Adult",4
"Portugal","Adventure",112
"Portugal","Animation",35
"Portugal","Biography",5
"Portugal","Comedy",169
"Portugal","Crime",115
"Portugal","Documentary",27
"Portugal","Drama",312
"Portugal","Family",46
"Portugal","Fantasy",26
"Portugal","Game-Show",9
"Portugal","History",5
"Portugal","Horror",15
"Portugal","Music",57
"Portugal","Musical",22
"Portugal","Mystery",33
"Portugal","Reality-TV",14
"Portugal","Romance",94
"Portugal","Sci-Fi",25
"Portugal","Sport",11
"Portugal","Talk-Show",7
"Portugal","Thriller",66
"Portugal","War",5
"Portugal","Western",5
"Portugal","\N",5
"Qatar","Action",205
"Qatar","Adult",4
"Qatar","Adventure",121
"Qatar","Animation",29
"Qatar","Biography",13
"Qatar","Comedy",157
"Qatar","Crime",134
"Qatar","Documentary",20
"Qatar","Drama",325
"Qatar","Family",19
"Qatar","Fantasy",41
"Qatar","Game-Show",11
"Qatar","History",7
"Qatar","Horror",29
"Qatar","Music",2
"Qatar","Musical",1
"Qatar","Mystery",46
"Qatar","Reality-TV",14
"Qatar","Romance",101
"Qatar","Sci-Fi",27
"Qatar","Sport",8
"Qatar","Talk-Show",10
"Qatar","Thriller",75
"Qatar","War",3
"Qatar","Western",2
"Qatar","\N",1
"R<e9>union","Action",207
"R<e9>union","Adult",2
"R<e9>union","Adventure",134
"R<e9>union","Animation",57
"R<e9>union","Biography",3
"R<e9>union","Comedy",172
"R<e9>union","Crime",117
"R<e9>union","Documentary",18
"R<e9>union","Drama",326
"R<e9>union","Family",26
"R<e9>union","Fantasy",53
"R<e9>union","Game-Show",4
"R<e9>union","History",2
"R<e9>union","Horror",33
"R<e9>union","Music",37
"R<e9>union","Mystery",41
"R<e9>union","Reality-TV",6
"R<e9>union","Romance",83
"R<e9>union","Sci-Fi",33
"R<e9>union","Sport",8
"R<e9>union","Talk-Show",7
"R<e9>union","Thriller",63
"R<e9>union","War",1
"R<e9>union","Western",1
"R<e9>union","\N",4
"Romania","Action",171
"Romania","Adult",6
"Romania","Adventure",108
"Romania","Animation",25
"Romania","Biography",11
"Romania","Comedy",161
"Romania","Crime",151
"Romania","Documentary",23
"Romania","Drama",354
"Romania","Family",27
"Romania","Fantasy",38
"Romania","Game-Show",9
"Romania","History",7
"Romania","Horror",23
"Romania","Music",3
"Romania","Musical",2
"Romania","Mystery",68
"Romania","Reality-TV",14
"Romania","Romance",104
"Romania","Sci-Fi",22
"Romania","Sport",11
"Romania","Talk-Show",9
"Romania","Thriller",81
"Romania","War",4
"Romania","Western",4
"Romania","\N",2
"Russia","Action",251
"Russia","Adult",3
"Russia","Adventure",134
"Russia","Animation",57
"Russia","Biography",3
"Russia","Comedy",187
"Russia","Crime",213
"Russia","Documentary",29
"Russia","Drama",347
"Russia","Family",30
"Russia","Fantasy",36
"Russia","History",2
"Russia","Horror",18
"Russia","Music",6
"Russia","Mystery",47
"Russia","Romance",62
"Russia","Sci-Fi",29
"Russia","Sport",8
"Russia","Talk-Show",12
"Russia","Thriller",72
"Russia","War",2
"Russia","Western",2
"Saudi Arabia","Action",227
"Saudi Arabia","Adult",5
"Saudi Arabia","Adventure",104
"Saudi Arabia","Animation",41
"Saudi Arabia","Biography",8
"Saudi Arabia","Comedy",156
"Saudi Arabia","Crime",159
"Saudi Arabia","Documentary",19
"Saudi Arabia","Drama",326
"Saudi Arabia","Family",25
"Saudi Arabia","Fantasy",28
"Saudi Arabia","Game-Show",4
"Saudi Arabia","History",5
"Saudi Arabia","Horror",31
"Saudi Arabia","Music",3
"Saudi Arabia","Mystery",48
"Saudi Arabia","Reality-TV",7
"Saudi Arabia","Romance",70
"Saudi Arabia","Sci-Fi",31
"Saudi Arabia","Sport",6
"Saudi Arabia","Talk-Show",10
"Saudi Arabia","Thriller",89
"Saudi Arabia","War",3
"Saudi Arabia","Western",5
"Saudi Arabia","\N",4
"Serbia","Action",202
"Serbia","Adult",4
"Serbia","Adventure",114
"Serbia","Animation",38
"Serbia","Biography",7
"Serbia","Comedy",198
"Serbia","Crime",152
"Serbia","Documentary",26
"Serbia","Drama",318
"Serbia","Family",28
"Serbia","Fantasy",27
"Serbia","Game-Show",7
"Serbia","History",1
"Serbia","Horror",15
"Serbia","Music",12
"Serbia","Musical",1
"Serbia","Mystery",44
"Serbia","Reality-TV",10
"Serbia","Romance",92
"Serbia","Sci-Fi",31
"Serbia","Sport",11
"Serbia","Talk-Show",12
"Serbia","Thriller",78
"Serbia","War",3
"Serbia","Western",3
"Serbia","\N",5
"Singapore","Action",220
"Singapore","Adult",3
"Singapore","Adventure",104
"Singapore","Animation",25
"Singapore","Biography",8
"Singapore","Comedy",152
"Singapore","Crime",132
"Singapore","Documentary",22
"Singapore","Drama",316
"Singapore","Family",13
"Singapore","Fantasy",33
"Singapore","Game-Show",10
"Singapore","History",5
"Singapore","Horror",26
"Singapore","Music",2
"Singapore","Mystery",75
"Singapore","Reality-TV",18
"Singapore","Romance",91
"Singapore","Sci-Fi",53
"Singapore","Sport",10
"Singapore","Talk-Show",6
"Singapore","Thriller",79
"Singapore","War",3
"Slovakia","Action",187
"Slovakia","Adult",5
"Slovakia","Adventure",142
"Slovakia","Animation",67
"Slovakia","Biography",17
"Slovakia","Comedy",191
"Slovakia","Crime",138
"Slovakia","Documentary",42
"Slovakia","Drama",307
"Slovakia","Family",30
"Slovakia","Fantasy",36
"Slovakia","Game-Show",12
"Slovakia","History",4
"Slovakia","Horror",23
"Slovakia","Music",11
"Slovakia","Mystery",48
"Slovakia","Reality-TV",16
"Slovakia","Romance",74
"Slovakia","Sci-Fi",17
"Slovakia","Sport",13
"Slovakia","Talk-Show",11
"Slovakia","Thriller",54
"Slovakia","War",3
"Slovakia","Western",3
"Slovakia","\N",2
"Slovenia","Action",175
"Slovenia","Adult",3
"Slovenia","Adventure",119
"Slovenia","Animation",40
"Slovenia","Biography",9
"Slovenia","Comedy",197
"Slovenia","Crime",116
"Slovenia","Documentary",32
"Slovenia","Drama",266
"Slovenia","Family",29
"Slovenia","Fantasy",32
"Slovenia","Game-Show",11
"Slovenia","History",1
"Slovenia","Horror",23
"Slovenia","Music",11
"Slovenia","Musical",1
"Slovenia","Mystery",38
"Slovenia","Reality-TV",15
"Slovenia","Romance",83
"Slovenia","Sci-Fi",36
"Slovenia","Sport",12
"Slovenia","Talk-Show",7
"Slovenia","Thriller",56
"Slovenia","War",3
"Slovenia","Western",4
"Slovenia","\N",6
"South Africa","Action",181
"South Africa","Adult",4
"South Africa","Adventure",103
"South Africa","Animation",43
"South Africa","Biography",11
"South Africa","Comedy",192
"South Africa","Crime",112
"South Africa","Documentary",30
"South Africa","Drama",333
"South Africa","Family",20
"South Africa","Fantasy",32
"South Africa","Game-Show",11
"South Africa","History",6
"South Africa","Horror",17
"South Africa","Music",4
"South Africa","Musical",1
"South Africa","Mystery",59
"South Africa","Reality-TV",20
"South Africa","Romance",104
"South Africa","Sci-Fi",54
"South Africa","Sport",10
"South Africa","Talk-Show",11
"South Africa","Thriller",58
"South Africa","War",3
"South Africa","Western",2
"South Korea","Action",177
"South Korea","Adult",4
"South Korea","Adventure",75
"South Korea","Animation",17
"South Korea","Biography",2
"South Korea","Comedy",159
"South Korea","Crime",94
"South Korea","Documentary",4
"South Korea","Drama",308
"South Korea","Family",10
"South Korea","Fantasy",35
"South Korea","History",6
"South Korea","Horror",29
"South Korea","Music",3
"South Korea","Mystery",41
"South Korea","Reality-TV",5
"South Korea","Romance",108
"South Korea","Sci-Fi",39
"South Korea","Sport",7
"South Korea","Talk-Show",3
"South Korea","Thriller",93
"South Korea","War",4
"South Korea","Western",3
"South Korea","\N",2
"Spain","Action",170
"Spain","Adult",3
"Spain","Adventure",116
"Spain","Animation",30
"Spain","Biography",3
"Spain","Comedy",179
"Spain","Crime",139
"Spain","Documentary",23
"Spain","Drama",316
"Spain","Family",24
"Spain","Fantasy",32
"Spain","Game-Show",5
"Spain","History",5
"Spain","Horror",25
"Spain","Music",23
"Spain","Musical",1
"Spain","Mystery",46
"Spain","Reality-TV",10
"Spain","Romance",109
"Spain","Sci-Fi",32
"Spain","Sport",11
"Spain","Talk-Show",9
"Spain","Thriller",60
"Spain","War",3
"Spain","Western",6
"Spain","\N",5
"Sri Lanka","Action",184
"Sri Lanka","Adult",4
"Sri Lanka","Adventure",78
"Sri Lanka","Animation",21
"Sri Lanka","Biography",6
"Sri Lanka","Comedy",181
"Sri Lanka","Crime",148
"Sri Lanka","Documentary",19
"Sri Lanka","Drama",361
"Sri Lanka","Family",24
"Sri Lanka","Fantasy",32
"Sri Lanka","Game-Show",7
"Sri Lanka","History",1
"Sri Lanka","Horror",18
"Sri Lanka","Music",1
"Sri Lanka","Mystery",77
"Sri Lanka","Reality-TV",6
"Sri Lanka","Romance",105
"Sri Lanka","Sci-Fi",42
"Sri Lanka","Sport",5
"Sri Lanka","Talk-Show",8
"Sri Lanka","Thriller",63
"Sri Lanka","War",4
"Sri Lanka","\N",1
"Sweden","Action",178
"Sweden","Adult",5
"Sweden","Adventure",124
"Sweden","Animation",55
"Sweden","Biography",16
"Sweden","Comedy",167
"Sweden","Crime",136
"Sweden","Documentary",27
"Sweden","Drama",332
"Sweden","Family",21
"Sweden","Fantasy",43
"Sweden","Game-Show",6
"Sweden","History",10
"Sweden","Horror",22
"Sweden","Music",6
"Sweden","Musical",2
"Sweden","Mystery",48
"Sweden","Reality-TV",14
"Sweden","Romance",82
"Sweden","Sci-Fi",31
"Sweden","Sport",9
"Sweden","Talk-Show",7
"Sweden","Thriller",58
"Sweden","War",9
"Sweden","Western",9
"Sweden","\N",3
"Switzerland","Action",182
"Switzerland","Adult",3
"Switzerland","Adventure",123
"Switzerland","Animation",32
"Switzerland","Biography",10
"Switzerland","Comedy",179
"Switzerland","Crime",153
"Switzerland","Documentary",37
"Switzerland","Drama",335
"Switzerland","Family",41
"Switzerland","Fantasy",54
"Switzerland","Game-Show",5
"Switzerland","History",4
"Switzerland","Horror",20
"Switzerland","Music",12
"Switzerland","Mystery",56
"Switzerland","Reality-TV",10
"Switzerland","Romance",88
"Switzerland","Sci-Fi",33
"Switzerland","Sport",13
"Switzerland","Talk-Show",11
"Switzerland","Thriller",63
"Switzerland","War",4
"Switzerland","Western",5
"Switzerland","\N",6
"Taiwan","Action",194
"Taiwan","Adult",3
"Taiwan","Adventure",102
"Taiwan","Animation",29
"Taiwan","Biography",12
"Taiwan","Comedy",165
"Taiwan","Crime",110
"Taiwan","Documentary",15
"Taiwan","Drama",351
"Taiwan","Family",13
"Taiwan","Fantasy",41
"Taiwan","Game-Show",1
"Taiwan","History",4
"Taiwan","Horror",18
"Taiwan","Music",3
"Taiwan","Mystery",82
"Taiwan","Reality-TV",1
"Taiwan","Romance",154
"Taiwan","Sci-Fi",55
"Taiwan","Sport",12
"Taiwan","Talk-Show",3
"Taiwan","Thriller",61
"Taiwan","War",3
"Thailand","Action",240
"Thailand","Adult",2
"Thailand","Adventure",147
"Thailand","Animation",46
"Thailand","Biography",5
"Thailand","Comedy",207
"Thailand","Crime",121
"Thailand","Documentary",13
"Thailand","Drama",262
"Thailand","Family",15
"Thailand","Fantasy",49
"Thailand","History",14
"Thailand","Horror",32
"Thailand","Music",1
"Thailand","Mystery",58
"Thailand","Romance",136
"Thailand","Sci-Fi",53
"Thailand","Sport",1
"Thailand","Talk-Show",1
"Thailand","Thriller",81
"Thailand","War",5
"Thailand","Western",3
"Trinidad and Tobago","Action",198
"Trinidad and Tobago","Adult",4
"Trinidad and Tobago","Adventure",118
"Trinidad and Tobago","Animation",52
"Trinidad and Tobago","Biography",5
"Trinidad and Tobago","Comedy",157
"Trinidad and Tobago","Crime",138
"Trinidad and Tobago","Documentary",18
"Trinidad and Tobago","Drama",313
"Trinidad and Tobago","Family",20
"Trinidad and Tobago","Fantasy",32
"Trinidad and Tobago","Game-Show",7
"Trinidad and Tobago","History",3
"Trinidad and Tobago","Horror",28
"Trinidad and Tobago","Music",6
"Trinidad and Tobago","Mystery",38
"Trinidad and Tobago","Reality-TV",8
"Trinidad and Tobago","Romance",89
"Trinidad and Tobago","Sci-Fi",25
"Trinidad and Tobago","Sport",8
"Trinidad and Tobago","Talk-Show",9
"Trinidad and Tobago","Thriller",88
"Trinidad and Tobago","War",3
"Trinidad and Tobago","Western",7
"Trinidad and Tobago","\N",3
"Turkey","Action",203
"Turkey","Adult",5
"Turkey","Adventure",124
"Turkey","Animation",26
"Turkey","Biography",10
"Turkey","Comedy",151
"Turkey","Crime",155
"Turkey","Documentary",18
"Turkey","Drama",371
"Turkey","Family",25
"Turkey","Fantasy",68
"Turkey","Game-Show",3
"Turkey","Horror",41
"Turkey","Music",2
"Turkey","Mystery",62
"Turkey","Reality-TV",5
"Turkey","Romance",76
"Turkey","Sci-Fi",37
"Turkey","Sport",6
"Turkey","Talk-Show",14
"Turkey","Thriller",86
"Turkey","War",4
"Turkey","Western",4
"Turkey","\N",4
"Ukraine","Action",213
"Ukraine","Adult",3
"Ukraine","Adventure",138
"Ukraine","Animation",63
"Ukraine","Biography",11
"Ukraine","Comedy",200
"Ukraine","Crime",173
"Ukraine","Documentary",31
"Ukraine","Drama",324
"Ukraine","Family",30
"Ukraine","Fantasy",32
"Ukraine","Game-Show",2
"Ukraine","History",2
"Ukraine","Horror",18
"Ukraine","Music",8
"Ukraine","Musical",1
"Ukraine","Mystery",43
